,cibil_score,loan_amount,loan_id,commercial_assets_value,loan_term,bank_asset_value,residential_assets_value,income_annum,no_of_dependents,self_employed
1940,465.0,121.0,42.0,31.0,1.0,55.0,56.0,54.0,4.0,0.0
1941,304.0,298.0,509.0,46.0,0.0,56.0,108.0,96.0,3.0,0.0
1942,179.0,110.0,119.0,55.0,2.0,21.0,36.0,30.0,0.0,0.0
1943,46.0,48.0,1588.0,9.0,1.0,13.0,22.0,12.0,5.0,1.0
1944,83.0,309.0,1442.0,38.0,9.0,75.0,144.0,77.0,4.0,0.0
1945,410.0,197.0,762.0,99.0,8.0,98.0,156.0,71.0,3.0,1.0
1946,403.0,229.0,1381.0,14.0,8.0,72.0,68.0,63.0,5.0,0.0
1947,25.0,17.0,404.0,10.0,4.0,7.0,5.0,4.0,1.0,1.0
1948,463.0,5.0,1655.0,2.0,8.0,4.0,5.0,1.0,5.0,1.0
1949,128.0,296.0,187.0,138.0,1.0,115.0,120.0,78.0,4.0,0.0
1950,48.0,197.0,656.0,14.0,1.0,47.0,34.0,92.0,0.0,1.0
1951,232.0,94.0,1758.0,76.0,3.0,51.0,45.0,37.0,2.0,1.0
1952,441.0,181.0,470.0,40.0,5.0,65.0,147.0,48.0,0.0,1.0
1953,449.0,235.0,797.0,13.0,4.0,88.0,128.0,61.0,3.0,0.0
1954,359.0,196.0,853.0,88.0,4.0,73.0,19.0,73.0,1.0,1.0
1955,525.0,142.0,595.0,59.0,9.0,46.0,46.0,40.0,3.0,0.0
1956,566.0,1.0,1530.0,1.0,9.0,0.0,5.0,0.0,1.0,1.0
1957,256.0,30.0,1581.0,5.0,0.0,11.0,23.0,10.0,4.0,0.0
1958,402.0,57.0,1108.0,22.0,2.0,12.0,69.0,22.0,4.0,0.0
1959,397.0,54.0,232.0,27.0,1.0,23.0,34.0,14.0,3.0,1.0
1960,89.0,54.0,955.0,24.0,9.0,14.0,39.0,16.0,0.0,0.0
1961,516.0,317.0,134.0,123.0,8.0,78.0,222.0,80.0,1.0,1.0
1962,77.0,159.0,565.0,151.0,2.0,64.0,116.0,75.0,3.0,1.0
1963,420.0,27.0,1321.0,6.0,1.0,11.0,4.0,9.0,4.0,1.0
1964,27.0,132.0,1917.0,81.0,3.0,34.0,106.0,47.0,2.0,0.0
1965,173.0,6.0,56.0,1.0,5.0,1.0,8.0,2.0,4.0,0.0
1966,255.0,169.0,1931.0,37.0,1.0,29.0,42.0,42.0,4.0,0.0
1967,370.0,19.0,1653.0,2.0,2.0,3.0,4.0,5.0,4.0,0.0
1968,454.0,80.0,2062.0,36.0,9.0,21.0,0.0,19.0,0.0,1.0
1969,303.0,199.0,2002.0,57.0,6.0,72.0,138.0,53.0,4.0,0.0
1970,272.0,40.0,821.0,24.0,8.0,17.0,16.0,15.0,4.0,0.0
1971,131.0,164.0,2039.0,96.0,1.0,62.0,18.0,69.0,3.0,1.0
1972,489.0,267.0,566.0,98.0,4.0,66.0,198.0,77.0,1.0,0.0
1973,521.0,336.0,1331.0,109.0,9.0,99.0,209.0,89.0,2.0,1.0
1974,206.0,332.0,555.0,156.0,4.0,63.0,132.0,92.0,0.0,1.0
1975,234.0,211.0,1849.0,13.0,5.0,96.0,38.0,68.0,2.0,1.0
1976,11.0,254.0,14.0,17.0,8.0,85.0,132.0,63.0,4.0,1.0
1977,281.0,12.0,929.0,11.0,0.0,4.0,16.0,6.0,3.0,1.0
1978,84.0,35.0,49.0,12.0,8.0,16.0,14.0,9.0,5.0,1.0
1979,184.0,73.0,1069.0,29.0,1.0,19.0,51.0,30.0,5.0,1.0
1980,174.0,115.0,1928.0,12.0,3.0,39.0,111.0,57.0,4.0,1.0
1981,244.0,185.0,1720.0,94.0,7.0,55.0,80.0,46.0,0.0,0.0
1982,23.0,111.0,1648.0,40.0,1.0,44.0,59.0,36.0,3.0,0.0
1983,486.0,107.0,505.0,61.0,3.0,42.0,45.0,38.0,0.0,1.0
1984,40.0,257.0,1692.0,19.0,0.0,112.0,140.0,73.0,3.0,1.0
1985,160.0,124.0,1719.0,19.0,4.0,32.0,65.0,39.0,3.0,1.0
1986,217.0,43.0,745.0,20.0,2.0,14.0,38.0,13.0,4.0,1.0
1987,465.0,38.0,1277.0,25.0,3.0,19.0,23.0,16.0,4.0,0.0
1988,109.0,40.0,2072.0,9.0,8.0,12.0,7.0,11.0,3.0,1.0
1989,203.0,91.0,820.0,41.0,3.0,55.0,11.0,38.0,1.0,1.0
1990,291.0,240.0,451.0,34.0,4.0,64.0,130.0,88.0,0.0,1.0
1991,86.0,103.0,1187.0,48.0,1.0,25.0,84.0,33.0,0.0,1.0
1992,515.0,170.0,1291.0,42.0,8.0,25.0,3.0,43.0,4.0,0.0
1993,415.0,233.0,497.0,51.0,1.0,48.0,175.0,59.0,5.0,0.0
1994,212.0,0.0,1618.0,0.0,9.0,3.0,1.0,0.0,2.0,0.0
1995,30.0,69.0,1864.0,57.0,7.0,36.0,37.0,27.0,0.0,1.0
1996,289.0,286.0,1268.0,48.0,3.0,70.0,122.0,72.0,1.0,0.0
1997,2.0,301.0,1261.0,131.0,6.0,68.0,128.0,78.0,1.0,1.0
1998,35.0,253.0,1010.0,5.0,2.0,98.0,89.0,78.0,3.0,1.0
1999,285.0,149.0,962.0,38.0,1.0,39.0,139.0,44.0,1.0,0.0
2000,400.0,78.0,1759.0,29.0,3.0,10.0,6.0,20.0,2.0,1.0
2001,472.0,13.0,2044.0,7.0,7.0,1.0,9.0,2.0,1.0,0.0
2002,150.0,302.0,819.0,20.0,4.0,52.0,239.0,90.0,0.0,0.0
2003,195.0,182.0,1312.0,86.0,2.0,43.0,68.0,51.0,1.0,1.0
2004,553.0,130.0,97.0,75.0,9.0,65.0,34.0,54.0,4.0,0.0
2005,572.0,46.0,172.0,43.0,1.0,34.0,65.0,22.0,2.0,1.0
2006,396.0,175.0,551.0,109.0,9.0,43.0,161.0,59.0,1.0,1.0
2007,290.0,247.0,1920.0,129.0,9.0,70.0,54.0,65.0,1.0,0.0
2008,41.0,52.0,1838.0,41.0,2.0,32.0,0.0,21.0,4.0,0.0
2009,470.0,65.0,511.0,34.0,1.0,24.0,2.0,17.0,0.0,0.0
2010,135.0,114.0,1259.0,63.0,6.0,17.0,41.0,31.0,2.0,0.0
2011,169.0,323.0,167.0,150.0,6.0,115.0,194.0,82.0,2.0,0.0
2012,466.0,50.0,1507.0,7.0,5.0,7.0,17.0,12.0,5.0,0.0
2013,26.0,24.0,2064.0,12.0,9.0,12.0,5.0,7.0,4.0,0.0
2014,297.0,43.0,1889.0,15.0,9.0,6.0,37.0,10.0,2.0,1.0
2015,381.0,31.0,21.0,28.0,3.0,9.0,28.0,15.0,2.0,1.0
2016,347.0,71.0,1994.0,4.0,6.0,28.0,57.0,19.0,3.0,1.0
2017,407.0,31.0,654.0,15.0,9.0,9.0,32.0,10.0,1.0,0.0
2018,535.0,278.0,1646.0,71.0,2.0,97.0,57.0,69.0,4.0,0.0
2019,291.0,167.0,275.0,94.0,9.0,43.0,182.0,67.0,0.0,1.0
2020,168.0,300.0,765.0,94.0,4.0,118.0,134.0,81.0,3.0,0.0
2021,116.0,213.0,512.0,109.0,4.0,66.0,17.0,63.0,5.0,0.0
2022,487.0,210.0,1622.0,17.0,0.0,72.0,100.0,70.0,5.0,1.0
2023,161.0,104.0,1659.0,70.0,2.0,47.0,75.0,40.0,1.0,0.0
2024,533.0,118.0,1023.0,48.0,9.0,36.0,140.0,58.0,5.0,1.0
2025,511.0,42.0,1191.0,17.0,6.0,16.0,33.0,13.0,2.0,1.0
2026,111.0,230.0,1683.0,25.0,8.0,64.0,178.0,89.0,0.0,1.0
2027,569.0,10.0,1749.0,3.0,0.0,5.0,3.0,2.0,2.0,1.0
2028,120.0,194.0,833.0,100.0,9.0,73.0,66.0,52.0,5.0,0.0
2029,446.0,200.0,427.0,34.0,8.0,32.0,119.0,49.0,1.0,1.0
2030,79.0,225.0,2017.0,7.0,6.0,58.0,177.0,66.0,5.0,1.0
2031,493.0,25.0,1027.0,9.0,7.0,8.0,22.0,7.0,5.0,0.0
2032,482.0,147.0,1365.0,72.0,5.0,51.0,33.0,50.0,1.0,0.0
2033,217.0,17.0,1501.0,18.0,1.0,7.0,28.0,8.0,5.0,0.0
2034,473.0,230.0,2049.0,38.0,5.0,45.0,189.0,84.0,4.0,1.0
2035,152.0,188.0,2022.0,51.0,3.0,76.0,133.0,49.0,2.0,0.0
2036,122.0,18.0,1063.0,5.0,7.0,3.0,10.0,4.0,2.0,0.0
2037,198.0,131.0,386.0,109.0,0.0,94.0,106.0,61.0,4.0,0.0
2038,279.0,124.0,364.0,31.0,8.0,41.0,111.0,35.0,3.0,1.0
2039,268.0,14.0,1854.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0
2040,493.0,22.0,1578.0,6.0,2.0,5.0,30.0,8.0,3.0,1.0
2041,172.0,140.0,1017.0,7.0,6.0,55.0,103.0,52.0,2.0,1.0
2042,443.0,87.0,1233.0,39.0,8.0,47.0,62.0,31.0,0.0,1.0
2043,348.0,320.0,782.0,6.0,2.0,120.0,100.0,88.0,3.0,1.0
2044,555.0,112.0,2082.0,24.0,1.0,36.0,16.0,29.0,1.0,1.0
2045,51.0,119.0,912.0,2.0,8.0,36.0,71.0,47.0,2.0,1.0
2046,127.0,272.0,502.0,80.0,2.0,53.0,21.0,76.0,3.0,1.0
2047,245.0,105.0,1783.0,9.0,1.0,33.0,43.0,31.0,4.0,0.0
2048,251.0,18.0,532.0,10.0,2.0,3.0,14.0,4.0,4.0,1.0
2049,412.0,63.0,568.0,33.0,0.0,30.0,62.0,22.0,4.0,0.0
2050,77.0,232.0,209.0,67.0,6.0,73.0,223.0,93.0,4.0,1.0
2051,154.0,147.0,1411.0,8.0,5.0,24.0,58.0,42.0,4.0,1.0
2052,363.0,252.0,1083.0,86.0,4.0,50.0,112.0,65.0,2.0,1.0
2053,532.0,305.0,1412.0,95.0,3.0,57.0,50.0,78.0,0.0,0.0
2054,431.0,106.0,714.0,60.0,6.0,56.0,14.0,52.0,2.0,1.0
2055,57.0,144.0,1327.0,99.0,1.0,61.0,124.0,52.0,3.0,1.0
2056,156.0,345.0,1744.0,127.0,8.0,114.0,99.0,91.0,4.0,0.0
2057,506.0,42.0,1034.0,19.0,5.0,15.0,33.0,15.0,4.0,0.0
2058,370.0,69.0,1088.0,34.0,0.0,17.0,10.0,28.0,4.0,0.0
2059,303.0,20.0,207.0,15.0,9.0,5.0,7.0,7.0,3.0,1.0
2060,362.0,236.0,1700.0,16.0,3.0,67.0,26.0,74.0,4.0,0.0
2061,570.0,38.0,712.0,5.0,8.0,6.0,29.0,11.0,4.0,0.0
2062,360.0,255.0,692.0,72.0,4.0,85.0,47.0,64.0,5.0,0.0
2063,531.0,132.0,874.0,78.0,1.0,24.0,90.0,39.0,2.0,1.0
2064,250.0,212.0,1757.0,80.0,1.0,40.0,90.0,69.0,5.0,1.0
2065,136.0,30.0,690.0,23.0,8.0,18.0,9.0,13.0,2.0,0.0
2066,522.0,144.0,1885.0,72.0,5.0,48.0,23.0,48.0,2.0,0.0
2067,146.0,35.0,903.0,13.0,7.0,13.0,32.0,12.0,3.0,1.0
2068,171.0,62.0,1974.0,3.0,1.0,15.0,80.0,28.0,2.0,0.0
2069,450.0,93.0,87.0,18.0,0.0,42.0,59.0,29.0,5.0,0.0
2070,355.0,109.0,1137.0,54.0,8.0,25.0,21.0,29.0,1.0,0.0
2071,67.0,139.0,1269.0,2.0,5.0,30.0,33.0,46.0,3.0,1.0
2072,349.0,93.0,1722.0,43.0,1.0,27.0,83.0,27.0,1.0,0.0
2073,202.0,288.0,697.0,51.0,0.0,119.0,190.0,89.0,3.0,1.0
2074,321.0,79.0,1402.0,49.0,3.0,20.0,61.0,24.0,0.0,1.0
2075,546.0,51.0,298.0,24.0,2.0,27.0,64.0,25.0,4.0,1.0
2076,46.0,199.0,328.0,95.0,4.0,61.0,93.0,51.0,2.0,0.0
2077,28.0,58.0,1756.0,29.0,5.0,22.0,56.0,20.0,4.0,0.0
2078,72.0,221.0,329.0,105.0,2.0,48.0,66.0,57.0,3.0,0.0
2079,44.0,58.0,444.0,6.0,3.0,29.0,56.0,19.0,3.0,1.0
2080,549.0,146.0,480.0,62.0,1.0,35.0,83.0,42.0,5.0,0.0
2081,149.0,21.0,747.0,6.0,2.0,3.0,2.0,4.0,2.0,1.0
2082,365.0,174.0,1040.0,72.0,6.0,65.0,59.0,45.0,2.0,0.0
2083,202.0,161.0,1666.0,109.0,0.0,92.0,45.0,65.0,3.0,1.0
2084,569.0,92.0,199.0,23.0,8.0,35.0,44.0,27.0,0.0,0.0
2085,392.0,2.0,593.0,4.0,8.0,1.0,4.0,1.0,0.0,0.0
2086,528.0,46.0,674.0,22.0,8.0,18.0,49.0,15.0,4.0,0.0
2087,418.0,15.0,1688.0,13.0,8.0,6.0,5.0,5.0,4.0,0.0
2088,466.0,261.0,1202.0,24.0,0.0,103.0,86.0,85.0,2.0,1.0
2089,106.0,124.0,963.0,25.0,3.0,47.0,21.0,47.0,3.0,1.0
2090,442.0,273.0,1068.0,122.0,0.0,80.0,185.0,74.0,5.0,0.0
